11-29-2022_14.52.15,46 49.95132 N 071 14.92830 W
11-29-2022_14.52.16,46 49.95132 N 071 14.92830 W
11-29-2022_14.52.17,46 49.95132 N 071 14.92830 W
11-29-2022_14.52.18,46 49.95202 N 071 14.92465 W
11-29-2022_14.52.19,46 49.95132 N 071 14.92830 W
11-29-2022_14.52.20,46 49.95132 N 071 14.92330 W
11-29-2022_14.52.21,46 49.95132 N 071 14.92830 W
11-29-2022_14.52.22,46 49.95132 N 071 14.92830 W
11-29-2022_14.52.23,46 49.95132 N 071 14.92830 W
11-29-2022_14.52.24,46 49.95202 N 071 14.92465 W
11-29-2022_14.52.25,46 49.95132 N 071 14.92830 W
11-29-2022_14.52.26,46 49.95132 N 071 14.92830 W
11-29-2022_14.52.27,46 49.95202 N 071 14.92465 W
11-29-2022_14.52.28,46 49.95132 N 071 14.92830 W
11-29-2022_14.52.29,46 49.95132 N 071 14.92830 W
11-29-2022_14.52.30,46 49.95202 N 071 14.92465 W
11-29-2022_14.52.31,46 49.95132 N 071 14.92830 W
11-29-2022_14.52.32,46 49.95132 N 071 14.92330 W
11-29-2022_14.52.33,46 49.95132 N 071 14.92830 W
11-29-2022_14.52.34,46 49.95132 N 071 14.92830 W
11-29-2022_14.52.35,46 49.95132 N 071 14.92830 W
11-29-2022_14.52.36,46 49.95202 N 071 14.92465 W
11-29-2022_14.52.37,46 49.95132 N 071 14.92830 W
11-29-2022_14.52.38,46 49.95132 N 071 14.92830 W
11-29-2022_14.52.39,46 49.95132 N 071 14.92830 W
11-29-2022_14.52.40,46 49.95132 N 071 14.92830 W
11-29-2022_14.52.41,46 49.95202 N 071 14.92465 W
11-29-2022_14.52.42,46 49.95132 N 071 14.92830 W
11-29-2022_14.52.43,46 49.95132 N 071 14.92830 W
11-29-2022_14.52.44,46 49.95202 N 071 14.92465 W
11-29-2022_14.52.45,46 49.95132 N 071 14.92830 W
11-29-2022_14.52.46,46 49.95132 N 071 14.92330 W
11-29-2022_14.52.47,46 49.95202 N 071 14.92465 W
11-29-2022_14.52.48,46 49.95132 N 071 14.92830 W
11-29-2022_14.52.49,46 49.95132 N 071 14.92830 W
11-29-2022_14.52.50,46 49.95132 N 071 14.92830 W
11-29-2022_14.52.51,46 49.95132 N 071 14.92830 W
11-29-2022_14.52.52,46 49.95132 N 071 14.92830 W
11-29-2022_14.52.53,46 49.95202 N 071 14.92465 W
11-29-2022_14.52.54,46 49.95132 N 071 14.92830 W
11-29-2022_14.52.55,46 49.95132 N 071 14.92830 W
11-29-2022_14.52.56,46 49.95132 N 071 14.92830 W
11-29-2022_14.52.57,46 49.95132 N 071 14.92830 W
11-29-2022_14.52.58,46 49.95132 N 071 14.92830 W
11-29-2022_14.52.59,46 49.95202 N 071 14.92465 W
11-29-2022_14.53.00,46 49.95132 N 071 14.92830 W
11-29-2022_14.53.01,46 49.95132 N 071 14.92830 W
11-29-2022_14.53.02,46 49.95202 N 071 14.92465 W
11-29-2022_14.53.03,46 49.95132 N 071 14.92830 W
11-29-2022_14.53.04,46 49.95132 N 071 14.92830 W
11-29-2022_14.53.05,46 49.95132 N 071 14.92830 W
11-29-2022_14.53.06,46 49.95202 N 071 14.92465 W
11-29-2022_14.53.07,46 49.95132 N 071 14.92830 W
11-29-2022_14.53.08,46 49.95132 N 071 14.92830 W
11-29-2022_14.53.09,46 49.95132 N 071 14.92830 W
11-29-2022_14.53.10,46 49.95202 N 071 14.92465 W
11-29-2022_14.53.11,46 49.95132 N 071 14.92830 W
11-29-2022_14.53.12,46 49.95132 N 071 14.92830 W
11-29-2022_14.53.13,46 49.95132 N 071 14.92830 W
11-29-2022_14.53.14,46 49.95202 N 071 14.92465 W
11-29-2022_14.53.15,46 49.95132 N 071 14.92830 W
11-29-2022_14.53.16,46 49.95132 N 071 14.92830 W
11-29-2022_14.53.17,46 49.95132 N 071 14.92830 W
11-29-2022_14.53.18,46 49.95132 N 071 14.92830 W
11-29-2022_14.53.19,46 49.95132 N 071 14.92330 W
11-29-2022_14.53.20,46 49.95132 N 071 14.92830 W
11-29-2022_14.53.21,46 49.95132 N 071 14.92830 W
11-29-2022_14.53.22,46 49.95132 N 071 14.92830 W
11-29-2022_14.53.23,46 49.95132 N 071 14.92830 W
11-29-2022_14.53.24,46 49.95132 N 071 14.92830 W
11-29-2022_14.53.25,46 49.95132 N 071 14.92830 W
11-29-2022_14.53.26,46 49.95132 N 071 14.92830 W
11-29-2022_14.53.27,46 49.95132 N 071 14.92830 W
11-29-2022_14.53.28,46 49.95202 N 071 14.92465 W
11-29-2022_14.53.29,46 49.95132 N 071 14.92830 W
11-29-2022_14.53.30,46 49.95132 N 071 14.92830 W
11-29-2022_14.53.31,46 49.95132 N 071 14.92830 W
11-29-2022_14.53.32,46 49.95132 N 071 14.92830 W
11-29-2022_14.53.33,46 49.95132 N 071 14.92830 W
11-29-2022_14.53.34,46 49.95132 N 071 14.92830 W
11-29-2022_14.53.35,46 49.95132 N 071 14.92830 W
11-29-2022_14.53.36,46 49.95202 N 071 14.92465 W
11-29-2022_14.53.37,46 49.95132 N 071 14.92830 W
11-29-2022_14.53.38,46 49.95132 N 071 14.92830 W
11-29-2022_14.53.39,46 49.95132 N 071 14.92830 W
11-29-2022_14.53.40,46 49.95132 N 071 14.92830 W
11-29-2022_14.53.41,46 49.95132 N 071 14.92330 W
11-29-2022_14.53.42,46 49.95132 N 071 14.92830 W
11-29-2022_14.53.43,46 49.95132 N 071 14.92830 W
11-29-2022_14.53.44,46 49.95132 N 071 14.92830 W
11-29-2022_14.53.45,46 49.95132 N 071 14.92830 W
11-29-2022_14.53.46,46 49.95132 N 071 14.92830 W
11-29-2022_14.53.47,46 49.95202 N 071 14.92465 W
11-29-2022_14.53.48,46 49.95132 N 071 14.92830 W
11-29-2022_14.53.49,46 49.95132 N 071 14.92830 W
11-29-2022_14.53.50,46 49.95132 N 071 14.92830 W
11-29-2022_14.53.51,46 49.95132 N 071 14.92830 W
11-29-2022_14.53.52,46 49.95132 N 071 14.92830 W
11-29-2022_14.53.53,46 49.95132 N 071 14.92830 W
11-29-2022_14.53.54,46 49.95132 N 071 14.92830 W
11-29-2022_14.53.55,46 49.95132 N 071 14.92830 W
11-29-2022_14.53.56,46 49.95132 N 071 14.92830 W
11-29-2022_14.53.57,46 49.95132 N 071 14.92830 W
11-29-2022_14.53.58,46 49.95132 N 071 14.92830 W
11-29-2022_14.53.59,46 49.95132 N 071 14.92830 W
11-29-2022_14.54.00,46 49.95202 N 071 14.92465 W
11-29-2022_14.54.01,46 49.95132 N 071 14.92830 W
11-29-2022_14.54.02,46 49.95132 N 071 14.92830 W
11-29-2022_14.54.03,46 49.95202 N 071 14.92465 W
11-29-2022_14.54.04,46 49.95132 N 071 14.92830 W
11-29-2022_14.54.05,46 49.95132 N 071 14.92830 W
11-29-2022_14.54.06,46 49.95132 N 071 14.92830 W
11-29-2022_14.54.07,46 49.95202 N 071 14.92465 W
11-29-2022_14.54.08,46 49.95132 N 071 14.92830 W
11-29-2022_14.54.09,46 49.95132 N 071 14.92830 W
11-29-2022_14.54.10,46 49.95132 N 071 14.92830 W
11-29-2022_14.54.11,46 49.95202 N 071 14.92465 W
11-29-2022_14.54.12,46 49.95132 N 071 14.92830 W
11-29-2022_14.54.13,46 49.95132 N 071 14.92330 W
11-29-2022_14.54.14,46 49.95132 N 071 14.92830 W
11-29-2022_14.54.15,46 49.95132 N 071 14.92830 W
11-29-2022_14.54.16,46 49.95132 N 071 14.92830 W
11-29-2022_14.54.17,46 49.95132 N 071 14.92830 W
11-29-2022_14.54.18,46 49.95202 N 071 14.92465 W
11-29-2022_14.54.19,46 49.95132 N 071 14.92830 W
11-29-2022_14.54.20,46 49.95132 N 071 14.92830 W
11-29-2022_14.54.21,46 49.95132 N 071 14.92830 W
11-29-2022_14.54.22,46 49.95132 N 071 14.92830 W
11-29-2022_14.54.23,46 49.95132 N 071 14.92830 W
11-29-2022_14.54.24,46 49.95132 N 071 14.92830 W
11-29-2022_14.54.25,46 49.95202 N 071 14.92465 W
11-29-2022_14.54.26,46 49.95132 N 071 14.92830 W
11-29-2022_14.54.27,46 49.95132 N 071 14.92830 W
11-29-2022_14.54.28,46 49.95132 N 071 14.92830 W
11-29-2022_14.54.29,46 49.95132 N 071 14.92830 W
11-29-2022_14.54.30,46 49.95132 N 071 14.92830 W
11-29-2022_14.54.31,46 49.95132 N 071 14.92330 W
11-29-2022_14.54.32,46 49.95202 N 071 14.92465 W
11-29-2022_14.54.33,46 49.95132 N 071 14.92830 W
11-29-2022_14.54.34,46 49.95132 N 071 14.92830 W
11-29-2022_14.54.35,46 49.95132 N 071 14.92830 W
11-29-2022_14.54.36,46 49.95132 N 071 14.92830 W
11-29-2022_14.54.37,46 49.95132 N 071 14.92830 W
11-29-2022_14.54.38,46 49.95202 N 071 14.92465 W
11-29-2022_14.54.39,46 49.95132 N 071 14.92830 W
11-29-2022_14.54.40,46 49.95132 N 071 14.92830 W
11-29-2022_14.54.41,46 49.95132 N 071 14.92830 W
11-29-2022_14.54.42,46 49.95132 N 071 14.92830 W
11-29-2022_14.54.43,46 49.95132 N 071 14.92830 W
11-29-2022_14.54.44,46 49.95132 N 071 14.92830 W
11-29-2022_14.54.45,46 49.95132 N 071 14.92830 W
11-29-2022_14.54.46,46 49.95132 N 071 14.92830 W
11-29-2022_14.54.47,46 49.95132 N 071 14.92830 W
11-29-2022_14.54.48,46 49.95132 N 071 14.92830 W
11-29-2022_14.54.49,46 49.95132 N 071 14.92830 W
11-29-2022_14.54.50,46 49.95132 N 071 14.92830 W
11-29-2022_14.54.51,46 49.95132 N 071 14.92830 W
11-29-2022_14.54.52,46 49.95132 N 071 14.92830 W
11-29-2022_14.54.53,46 49.95132 N 071 14.92830 W
11-29-2022_14.54.54,46 49.95132 N 071 14.92830 W
11-29-2022_14.54.55,46 49.95132 N 071 14.92830 W
11-29-2022_14.54.56,46 49.95132 N 071 14.92830 W
11-29-2022_14.54.57,46 49.95132 N 071 14.92830 W
11-29-2022_14.54.58,46 49.95132 N 071 14.92830 W
11-29-2022_14.54.59,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.00,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.01,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.02,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.03,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.04,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.05,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.06,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.07,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.08,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.09,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.10,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.11,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.12,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.13,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.14,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.15,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.16,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.17,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.18,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.19,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.20,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.21,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.22,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.23,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.24,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.25,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.26,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.27,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.28,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.29,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.30,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.31,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.32,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.33,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.34,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.35,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.36,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.37,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.38,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.39,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.40,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.41,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.42,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.43,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.44,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.45,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.46,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.47,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.48,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.49,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.50,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.51,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.52,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.53,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.54,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.55,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.56,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.57,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.58,46 49.95132 N 071 14.92830 W
11-29-2022_14.55.59,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.00,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.01,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.02,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.03,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.04,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.05,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.06,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.07,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.08,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.09,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.10,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.11,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.12,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.13,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.14,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.15,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.16,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.17,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.18,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.19,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.20,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.21,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.22,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.23,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.24,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.25,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.26,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.27,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.28,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.29,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.30,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.31,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.32,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.33,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.34,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.35,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.36,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.37,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.38,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.39,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.40,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.41,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.42,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.43,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.44,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.45,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.46,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.47,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.48,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.49,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.50,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.51,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.52,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.53,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.54,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.55,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.56,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.57,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.58,46 49.95132 N 071 14.92830 W
11-29-2022_14.56.59,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.00,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.01,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.02,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.03,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.04,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.05,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.06,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.07,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.08,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.09,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.10,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.11,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.12,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.13,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.14,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.15,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.16,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.17,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.18,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.19,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.20,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.21,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.22,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.23,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.24,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.25,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.26,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.27,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.28,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.29,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.30,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.31,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.32,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.33,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.34,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.35,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.36,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.37,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.38,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.39,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.40,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.41,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.42,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.43,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.44,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.45,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.46,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.47,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.48,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.49,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.50,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.51,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.52,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.53,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.54,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.55,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.56,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.57,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.58,46 49.95132 N 071 14.92830 W
11-29-2022_14.57.59,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.00,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.01,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.02,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.03,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.04,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.05,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.06,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.07,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.08,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.09,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.10,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.11,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.12,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.13,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.14,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.15,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.16,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.17,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.18,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.19,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.20,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.21,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.22,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.23,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.24,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.25,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.26,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.27,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.28,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.29,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.30,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.31,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.32,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.33,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.34,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.35,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.36,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.37,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.38,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.39,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.40,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.41,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.42,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.43,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.44,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.45,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.46,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.47,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.48,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.49,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.50,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.51,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.52,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.53,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.54,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.55,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.56,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.57,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.58,46 49.95132 N 071 14.92830 W
11-29-2022_14.58.59,46 49.95132 N 071 14.92830 W
11-29-2022_14.59.00,46 49.95132 N 071 14.92830 W
11-29-2022_14.59.01,46 49.95132 N 071 14.92830 W
11-29-2022_14.59.02,46 49.95132 N 071 14.92830 W
11-29-2022_14.59.03,46 49.95132 N 071 14.92830 W
11-29-2022_14.59.04,46 49.95132 N 071 14.92830 W
11-29-2022_14.59.05,46 49.95132 N 071 14.92830 W
11-29-2022_14.59.06,46 49.95132 N 071 14.92830 W
11-29-2022_14.59.07,46 49.95132 N 071 14.92830 W
11-29-2022_14.59.08,46 49.95132 N 071 14.92830 W
11-29-2022_14.59.09,46 49.95132 N 071 14.92830 W
11-29-2022_14.59.10,46 49.95132 N 071 14.92830 W
11-29-2022_14.59.11,46 49.95132 N 071 14.92830 W
11-29-2022_14.59.12,46 49.95132 N 071 14.92830 W
11-29-2022_14.59.13,46 49.95132 N 071 14.92830 W
11-29-2022_14.59.14,46 49.95132 N 071 14.92830 W
11-29-2022_14.59.15,46 49.95132 N 071 14.92830 W
11-29-2022_14.59.16,46 49.95132 N 071 14.92830 W
11-29-2022_14.59.17,46 49.95132 N 071 14.92830 W
11-29-2022_14.59.18,46 49.95132 N 071 14.92830 W
11-29-2022_14.59.19,46 49.95132 N 071 14.92830 W
11-29-2022_14.59.20,46 49.95132 N 071 14.92830 W
